175.8,177,178,143.3,176.5,291,258,236.4,194.5,197,204.3,219,236.4,258.4,236.4,198.5,175.8
118.5,119.1,118.4,98.7,116.4,193.8,175.3,157,129.9,130.2,130.7,147.6,155.8,172.3,152.3,132.9,117.2
131.7,132,132,118.4,137,215.7,201,178.2,146.6,147.2,147.6,164,174.6,200,176,147.6,132.6
198.4,197.1,198.4,161.4,201,323,299,261.4,220.9,223.9,219.5,247.7,257.9,295,263.6,217.6,195.8
